 lon    lat     emax   emin  azi    delta  shear  2nd-strn
 86.75  39.63   8.70  -9.91 -71.59  -1.22   9.31   9.36
 89.00  37.46   3.17 -16.45  39.55 -13.28   9.81  15.11
 85.25  42.23  -1.08 -26.41 -12.16 -27.49  12.66  26.97
 84.62  44.75   7.57  -2.47 200.57   5.10   5.02   6.69
 93.00  35.73   4.63  -6.48  33.63  -1.85   5.55   5.78
 84.69  44.09   6.17  -5.32 211.12   0.85   5.74   5.79
 95.00  35.50  -0.59  -7.92  37.78  -8.51   3.66   8.23
 84.50  46.00   8.34  -2.57 180.58   5.77   5.46   7.40
 87.00  39.20  -3.25 -12.22 256.20 -15.47   4.48  14.13
 91.25  36.17   9.90  -8.59 209.40   1.30   9.24   9.31
 85.00  42.66  -1.76 -13.23 -20.19 -14.99   5.73  14.19
 88.25  37.90   3.44  -7.52  15.94  -4.08   5.48   6.52
 92.50  35.73   6.31  -6.37  32.28  -0.06   6.34   6.34
 87.25  38.76  17.32 -24.75   1.54  -7.43  21.04  22.00
 90.00  36.60   9.30 -12.79  32.49  -3.50  11.05  11.45
 89.25  37.03   6.06 -15.48  35.91  -9.42  10.77  13.51
 84.75  43.09   6.47  -1.95 253.96   4.51   4.21   5.74
 92.00  35.73   7.73  -6.50 211.65   1.24   7.11   7.19
 90.75  36.17   9.88  -9.50 211.01   0.38   9.69   9.70
 87.50  38.33  22.54 -32.43   4.56  -9.90  27.48  28.79
 88.50  37.46   2.61 -14.14  31.76 -11.53   8.38  13.04
 94.39  35.29  -0.45  -5.51  37.63  -5.96   2.53   5.75
 85.75  40.50   9.76   1.22 -73.68  10.99   4.27  10.43
 85.50  40.93   2.40  -0.99 201.57   1.42   1.69   2.09
 93.75  35.30   0.06  -5.31  36.33  -5.25   2.69   5.28
 86.00  40.06  15.93  -2.61 -69.55  13.32   9.27  14.80
 84.23  45.56   8.96  -3.29 180.03   5.67   6.13   7.85
 84.50  43.53   8.91  -6.70 212.48   2.21   7.81   8.04
 85.25  41.36  -0.01 -10.01   0.10 -10.01   5.00  10.01
 86.25  39.63  11.39  -7.96 -62.83   3.43   9.68  10.12
 93.25  35.30   3.30  -4.76  38.03  -1.47   4.03   4.22
 91.50  35.73   8.65  -6.87 211.98   1.78   7.76   7.91
 85.00  41.79   1.38 -58.39  -8.14 -57.00  29.88  57.71
 84.19  45.00   9.13  -3.28 184.73   5.85   6.21   8.01
 87.75  37.90  23.43 -19.69 179.17   3.73  21.56  21.80
 86.50  39.20  -3.96  -6.25 -38.92 -10.21   1.14   8.92
 89.50  36.60   7.39 -13.73  35.28  -6.34  10.56  11.90
 84.21  44.44   9.85  -6.15 194.79   3.70   8.00   8.62
 90.25  36.17   9.20 -10.55  33.26  -1.36   9.87   9.94
 84.75  42.23   1.69 -53.30  -8.37 -51.61  27.49  52.47
 88.75  37.03   3.90 -14.99  35.23 -11.10   9.44  13.47
 92.75  35.30   5.11  -4.61 216.33   0.50   4.86   4.88
 84.25  43.96  10.63  -8.87 200.81   1.75   9.75   9.87
 86.75  38.76  -1.33 -27.14  14.67 -28.47  12.91  27.83
 95.00  35.00  -0.07  -2.47 238.64  -2.55   1.20   2.51
 84.00  46.00   9.65  -5.00 172.29   4.65   7.33   8.36
 84.50  42.66  20.38 -32.76  12.08 -12.39  26.57  28.65
 91.00  35.73   9.01  -7.48 213.11   1.54   8.24   8.35
 88.00  37.46   7.23 -17.44  15.98 -10.21  12.34  15.18
 92.25  35.30   6.46  -4.67 215.49   1.79   5.57   5.78
 87.00  38.33   8.99 -36.42  15.90 -27.43  22.70  32.86
 84.25  43.09  11.98  -4.97 207.08   7.02   8.48  10.43
 94.50  34.87  -0.03  -1.86 242.45  -1.89   0.92   1.88
 89.75  36.17   8.01 -11.49  35.55  -3.49   9.75  10.21
 89.00  36.60   5.40 -14.03  36.25  -8.63   9.71  12.25
 94.00  34.87   0.22  -1.83 239.62  -1.61   1.03   1.73
 91.75  35.30   7.52  -4.88 215.44   2.64   6.20   6.61
 85.25  40.50  10.86  -2.71 251.55   8.15   6.79   9.79
 85.50  40.06  14.99  -2.46 -88.07  12.53   8.73  13.92
 90.50  35.73   8.84  -8.25 214.82   0.59   8.54   8.56
 87.25  37.90  10.86 -38.15  15.47 -27.29  24.51  34.04
 85.00  40.93   6.45  -3.47 226.67   2.98   4.96   5.59
 88.25  37.03   3.61 -15.37  27.74 -11.76   9.49  13.92
 85.75  39.63  12.33  -3.76 -72.79   8.58   8.05  10.95
 93.50  34.87   2.46  -2.06 229.52   0.40   2.26   2.29
 84.75  41.36   2.49 -26.36 -11.84 -23.88  14.43  25.21
 83.75  45.39   9.87  -5.29 174.12   4.58   7.58   8.55
 84.00  43.53  13.52  -3.84 182.71   9.68   8.68  12.07
 86.00  39.20   6.10  -8.29 -47.38  -2.18   7.19   7.44
 84.50  41.79   1.95 -46.21  -7.44 -44.26  24.08  45.26
 93.00  34.87   4.18  -2.09 225.30   2.09   3.14   3.62
 83.75  44.75  10.51  -5.40 179.95   5.11   7.96   9.10
 91.25  35.30   8.16  -5.25 216.12   2.91   6.71   7.17
 86.25  38.76   4.44 -55.64   2.20 -51.19  30.04  53.55
 87.50  37.46  10.14 -30.66  16.91 -20.52  20.40  27.06
 89.25  36.17   6.57 -12.08  36.90  -5.51   9.32  10.47
 84.25  42.23   7.85  -6.38 153.64   1.47   7.11   7.23
 83.75  44.10  13.10  -6.76 180.40   6.34   9.93  11.35
 92.50  34.87   5.47  -2.07 222.81   3.41   3.77   4.79
 90.00  35.73   8.23  -9.03  36.70  -0.81   8.63   8.66
 88.50  36.60   3.98 -14.05  33.44 -10.07   9.01  12.54
 86.50  38.33  16.26 -42.34  16.70 -26.08  29.30  37.00
 84.00  42.66   8.27  -5.94 148.87   2.32   7.10   7.38
 95.00  34.50   0.12  -1.97 247.03  -1.85   1.04   1.91
 83.50  46.00  10.06  -6.55 168.23   3.50   8.30   8.84
 90.75  35.30   8.38  -5.77 217.37   2.61   7.08   7.43
 92.00  34.87   6.59  -2.13 221.72   4.46   4.36   5.83
 87.75  37.03   4.78 -19.05  22.58 -14.26  11.92  17.16
 86.75  37.90  44.28 -36.49 213.66   7.79  40.39  40.95
 94.29  34.44   0.34  -1.75 247.45  -1.41   1.04   1.61
 83.75  43.09   9.14   2.14 149.46  11.28   3.50  10.38
 85.00  40.06  15.51  -4.45 257.07  11.06   9.98  13.83
 93.75  34.43   0.99  -1.45 238.34  -0.46   1.22   1.28
 84.75  40.50  16.87  -5.72 241.96  11.15  11.29  14.86
 85.25  39.63  11.64  -2.22 266.50   9.42   6.93  10.70
 89.50  35.73   7.34  -9.64  38.08  -2.30   8.49   8.72
 88.75  36.17   5.24 -12.23  36.07  -6.99   8.74  10.63
 84.50  40.93  14.39  -9.39 227.91   5.00  11.89  12.66
 91.50  34.87   7.43  -2.28 221.58   5.16   4.85   6.60
 85.50  39.20   6.59  -2.28 -64.48   4.31   4.43   5.79
 83.32  45.50   9.84  -7.29 167.46   2.55   8.57   8.85
 93.25  34.43   2.89  -1.74 230.12   1.16   2.31   2.52
 87.00  37.46  11.03 -37.76  24.11 -26.73  24.39  33.63
 90.25  35.30   8.23  -6.34 218.91   1.88   7.29   7.47
 84.25  41.36   6.22 -22.82  22.11 -16.59  14.52  20.43
 88.00  36.60   3.68 -14.85  27.92 -11.17   9.26  13.39
 83.32  45.00   9.69  -6.92 168.44   2.77   8.31   8.65
 85.75  38.76   7.02 -48.54  -6.11 -41.52  27.78  45.44
 83.50  43.53  13.43  -4.36 163.64   9.08   8.90  11.87
 84.00  41.79  -3.30 -25.16  10.78 -28.46  10.93  26.96
 92.75  34.43   4.31  -1.83 227.10   2.49   3.07   3.75
 83.31  44.47  10.26  -8.99 174.42   1.26   9.62   9.69
 86.00  38.33  16.90 -43.79  14.66 -26.89  30.35  38.25
 91.00  34.87   7.94  -2.51 222.17   5.44   5.22   7.03
 87.25  37.03   6.47 -23.69  24.35 -17.22  15.08  21.20
 83.75  42.23  -3.41 -16.42  -5.31 -19.83   6.50  18.36
 92.25  34.43   5.53  -1.88 225.49   3.65   3.71   4.87
 89.00  35.73   6.43  -9.92  38.13  -3.49   8.17   8.71
 89.75  35.30   7.82  -6.86 220.27   0.96   7.34   7.38
 86.25  37.90  16.56 -44.18  14.73 -27.61  30.37  38.65
 83.25  43.96  13.42 -13.24 171.88   0.18  13.33  13.33
 88.25  36.17   4.52 -12.27  32.36  -7.75   8.40  10.75
 83.50  42.66   6.36 -13.90  -3.96  -7.54  10.13  12.05
 95.00  34.00   0.14  -1.91 251.64  -1.77   1.02   1.84
 83.00  46.00   8.50  -8.25 162.81   0.25   8.37   8.38
 90.50  34.87   8.15  -2.80 223.29   5.35   5.47   7.17
 94.50  34.00   0.40  -1.93 249.03  -1.53   1.16   1.77
 91.75  34.43   6.55  -2.00 224.84   4.55   4.27   5.81
 87.50  36.60   4.67 -16.48  23.72 -11.81  10.57  14.71
 94.00  34.00   0.45  -1.49 244.20  -1.04   0.97   1.33
 86.50  37.46  46.01 -36.52 213.35   9.49  41.27  42.08
 84.50  40.06  15.72  -8.21 239.88   7.51  11.97  13.62
 84.75  39.63  12.76  -7.72 240.01   5.04  10.24  11.13
 84.25  40.50  14.59  -6.86 240.03   7.73  10.73  12.64
 93.50  34.00   1.79  -1.67 235.89   0.12   1.73   1.74
 85.00  39.20   8.12  -2.30 227.38   5.82   5.21   7.25
 83.25  43.09   9.28   1.13 -47.18  10.40   4.07   9.89
 84.00  40.93   9.60  -8.08 235.05   1.52   8.84   8.94
 82.91  45.29   7.97  -8.54 -16.33  -0.57   8.26   8.27
 85.25  38.76   6.37 -32.81 -11.83 -26.43  19.59  30.13
 89.25  35.30   7.32  -7.16 220.81   0.16   7.24   7.24
 88.50  35.73   5.82  -9.85  35.99  -4.03   7.83   8.58
 91.25  34.43   7.31  -2.18 224.92   5.14   4.74   6.50
 93.00  34.00   3.11  -1.79 231.94   1.33   2.45   2.70
 83.75  41.36  -8.71 -30.34  -0.72 -39.05  10.82  35.51
 82.89  44.75   7.72  -9.54 -15.15  -1.82   8.63   8.77
 86.75  37.03  14.81 -24.49  26.75  -9.68  19.65  21.37
 90.00  34.87   8.12  -3.11 224.60   5.01   5.61   7.10
 85.50  38.33  24.41 -39.60   4.06 -15.20  32.01  34.61
 87.75  36.17   5.00 -12.56  26.93  -7.57   8.78  10.96
 82.89  44.25   5.35 -11.64 -22.62  -6.28   8.49  10.09
 83.50  41.79  -7.38 -37.74  -5.12 -45.12  15.18  41.92
 92.50  34.00   4.42  -1.86 229.58   2.55   3.14   3.84
 82.94  43.64   0.25  -7.21 -24.78  -6.96   3.73   7.09
 85.75  37.90  25.43 -38.75   7.25 -13.31  32.09  34.10
 90.75  34.43   7.81  -2.41 225.54   5.40   5.11   6.92
 83.25  42.23   7.58 -20.04  21.81 -12.46  13.81  17.52
 87.00  36.60   7.94 -17.13  20.71  -9.19  12.54  14.85
 92.00  34.00   5.60  -1.98 228.26   3.63   3.79   4.92
 88.75  35.30   6.98  -7.16  39.81  -0.18   7.07   7.07
 86.00  37.46  25.48 -39.76   7.36 -14.28  32.62  34.89
 89.50  34.87   8.00  -3.35 225.61   4.65   5.67   6.96
 88.00  35.73   6.03  -9.63  31.51  -3.61   7.83   8.43
 83.00  42.66   4.14 -18.64  14.40 -14.49  11.39  16.95
 84.25  39.63  16.94 -16.24 235.04   0.70  16.59  16.60
 91.50  34.00   6.58  -2.14 227.73   4.45   4.36   5.82
 82.50  46.00   9.46  -8.05 162.59   1.41   8.76   8.84
 84.00  40.06  11.55 -15.80  43.56  -4.24  13.68  14.16
 90.25  34.43   8.07  -2.67 226.44   5.40   5.37   7.12
 84.50  39.20  13.35 -13.12 232.04   0.24  13.24  13.24
 87.25  36.17   7.48 -12.79  21.61  -5.32  10.14  11.13
 83.75  40.50  10.64  -5.80 243.57   4.84   8.22   9.22
 86.25  37.03  53.29  -9.28 214.02  44.00  31.29  49.30
 84.75  38.76   7.32  -9.45  22.80  -2.13   8.38   8.58
 82.45  45.50   8.48  -8.89 -19.13  -0.41   8.69   8.69
 83.50  40.93   2.17 -31.54  14.18 -29.36  16.85  30.51
 82.45  45.00   6.53  -9.19 -18.44  -2.66   7.86   8.19
 82.75  43.09  -0.35  -8.23 233.30  -8.57   3.94   8.41
 85.00  38.33   7.86 -40.10  -7.75 -32.24  23.98  36.80
 83.25  41.36  -0.07 -46.73  19.68 -46.79  23.33  46.76
 82.45  44.50   8.07  -2.48 200.76   5.58   5.28   7.16
 89.00  34.87   7.95  -3.42 225.69   4.53   5.69   6.91
 91.00  34.00   7.33  -2.34 227.81   4.98   4.83   6.48
 88.25  35.30   7.14  -6.85 216.75   0.29   7.00   7.00
 86.50  36.60  18.37 -13.34 198.27   5.03  15.86  16.45
 85.25  37.90  27.73 -33.56  -0.31  -5.83  30.65  31.06
 89.75  34.43   8.19  -2.89 227.26   5.30   5.54   7.20
 82.45  44.00   5.30 -13.80 241.71  -8.50   9.55  12.06
 87.50  35.73   7.74  -9.41  25.78  -1.66   8.58   8.70
 83.00  41.79   1.26 -44.59  14.14 -43.33  22.93  43.97
 82.50  43.53  -0.20 -10.80  44.87 -11.00   5.30  10.90
 85.50  37.46  29.31 -30.59   1.76  -1.27  29.95  29.97
 90.50  34.00   7.83  -2.57 228.28   5.26   5.20   6.92
 82.75  42.23   8.90 -45.38  18.67 -36.48  27.14  41.65
 86.75  36.17  13.55 -11.93 197.36   1.62  12.74  12.82
 85.75  37.03  39.67   2.35 202.58  42.02  18.66  40.90
 88.50  34.87   8.21  -3.25 224.20   4.96   5.73   7.16
 89.25  34.43   8.31  -3.01 227.53   5.30   5.66   7.29
 87.75  35.30   8.29  -6.40 211.83   1.89   7.34   7.52
 83.75  39.63  11.33 -12.26 230.97  -0.93  11.80  11.83
 84.00  39.20  15.37 -16.08 235.17  -0.71  15.72  15.73
 82.50  42.66   1.32 -27.42  23.23 -26.10  14.37  26.78
 83.50  40.06   6.12 -14.33  33.46  -8.21  10.23  12.45
 84.25  38.76  10.55 -11.86 227.63  -1.32  11.21  11.26
 83.25  40.50   9.72  -8.13 230.45   1.58   8.93   9.03
 90.00  34.00   8.16  -2.78 228.86   5.38   5.47   7.18
 82.00  46.00   8.89  -8.06 162.47   0.83   8.48   8.51
 82.02  45.25   7.67 -10.07 -21.52  -2.40   8.87   9.11
 84.50  38.33   6.68 -12.49  23.43  -5.81   9.59  10.83
 86.00  36.60  30.92  -9.46 191.79  21.46  20.19  27.44
 87.00  35.73  11.69  -9.00 200.55   2.69  10.34  10.60
 83.00  40.93   8.16 -32.89  13.25 -24.73  20.53  29.67
 82.02  44.75   4.28  -6.51 -10.44  -2.23   5.39   5.73
 84.75  37.90   6.03 -26.09  -7.25 -20.06  16.06  23.66
 82.02  44.25   5.36 -14.01  31.93  -8.64   9.69  12.24
 82.75  41.36   1.78 -45.24  14.31 -43.47  23.51  44.38
 88.75  34.43   8.58  -2.93 226.72   5.65   5.76   7.55
 85.00  37.46  18.77 -37.62  -4.76 -18.85  28.19  32.58
 88.00  34.87   9.05  -2.86 220.86   6.19   5.96   8.01
 86.25  36.17  22.52 -10.20 193.73  12.32  16.36  19.53
 82.14  43.16   4.61  -7.77  22.51  -3.16   6.19   6.77
 82.02  43.75   4.36  -8.34  22.71  -3.98   6.35   7.22
 82.50  41.79   0.61 -56.76 -11.81 -56.14  28.69  56.45
 89.50  34.00   8.40  -2.91 229.20   5.48   5.65   7.38
 87.25  35.30  10.89  -5.91 206.32   4.98   8.40   9.44
 85.25  37.03  28.85  -4.88 188.39  23.96  16.86  26.74
 82.25  42.23  -1.98 -17.61  -6.35 -19.59   7.82  18.68
 86.50  35.73  17.63  -8.30 196.63   9.33  12.96  15.28
 83.50  39.20  12.72 -14.61 233.27  -1.89  13.66  13.76
 85.50  36.60  30.75 -13.48 182.89  17.28  22.12  26.70
 83.25  39.63   6.92 -11.79  43.50  -4.87   9.36  10.26
 83.75  38.76  12.68 -14.38 232.32  -1.71  13.53  13.61
 83.00  40.06   1.75 -11.23  29.01  -9.48   6.49  10.46
 88.25  34.43   9.21  -2.64 224.43   6.57   5.93   8.22
 84.00  38.33   6.45  -9.99 225.86  -3.54   8.22   8.77
 89.00  34.00   8.68  -2.90 228.85   5.77   5.79   7.65
 81.59  45.50  10.38  -7.05 163.68   3.34   8.72   9.18
 82.00  42.66   3.28 -14.46 -25.29 -11.18   8.87  13.13
 87.50  34.87  10.77  -2.36 216.07   8.41   6.57   9.80
 82.75  40.50   9.62  -8.43 231.09   1.19   9.03   9.09
 81.59  45.00   7.56 -17.50 -29.22  -9.94  12.53  15.20
 84.25  37.90   4.77 -14.73 -14.02  -9.96   9.75  13.01
 82.50  40.93   1.72 -32.24   0.73 -30.52  16.98  31.42
 81.59  44.50   2.09 -13.21  44.08 -11.11   7.65  12.29
 81.50  46.00  10.23  -5.15 168.37   5.08   7.69   8.86
 85.75  36.17  28.23 -10.34 189.34  17.89  19.28  24.74
 86.75  35.30  14.94  -5.43 201.64   9.51  10.18  13.09
 84.50  37.46   3.78 -25.30   0.05 -21.52  14.54  23.64
 81.59  44.00   5.98  -8.07  17.61  -2.09   7.03   7.26
 82.25  41.36  11.15 -45.65 -25.04 -34.50  28.40  41.22
 81.62  43.47   7.64  -8.41  10.68  -0.78   8.02   8.05
 84.75  37.03   8.13 -25.77  -0.71 -17.64  16.95  22.82
 88.50  34.00   9.15  -2.69 227.40   6.46   5.92   8.15
 87.75  34.43  10.42  -2.18 220.65   8.24   6.30   9.52
 86.00  35.73  23.14  -7.88 193.64  15.26  15.51  20.38
 82.00  41.79  13.84 -26.98 -37.93 -13.13  20.41  23.36
 87.00  34.87  13.48  -1.88 210.98  11.60   7.68  12.65
 81.64  42.93  10.45  -5.64 197.82   4.81   8.04   9.06
 85.00  36.60  21.40 -21.35 182.93   0.06  21.38  21.38
 83.00  39.20   8.57  -5.92 234.61   2.65   7.25   7.60
 83.25  38.76  11.70  -8.20 238.28   3.50   9.95  10.40
 82.75  39.63   3.17 -10.44  19.53  -7.28   6.81   9.27
 81.67  42.35   4.77 -11.31 -12.74  -6.54   8.04   9.83
 86.25  35.30  19.34  -5.05 198.24  14.29  12.19  17.37
 83.50  38.33   4.88  -8.93 229.23  -4.05   6.91   7.74
 82.50  40.06   0.24 -14.73  24.46 -14.50   7.48  14.62
 85.25  36.17  26.69 -14.78 187.04  11.92  20.73  23.16
 83.75  37.90  -1.27  -8.44  -7.32  -9.71   3.58   9.14
 82.25  40.50  -4.52  -8.05  17.34 -12.57   1.76  11.03
 81.13  45.29  16.22  -5.95 167.64  10.27  11.08  14.21
 88.00  34.00  10.01  -2.29 224.62   7.72   6.15   9.08
 81.16  44.75   6.30  -8.69 -25.76  -2.39   7.50   7.78
 87.25  34.43  12.34  -1.66 216.01  10.68   7.00  11.60
 84.00  37.46  -0.73 -25.82   5.49 -26.55  12.54  26.19
 82.00  40.93  -2.32 -66.93 -19.01 -69.25  32.31  68.12
 81.16  44.25   6.58 -12.29 -10.55  -5.71   9.44  10.66
 85.50  35.73  24.90  -8.69 191.66  16.22  16.79  21.89
 81.00  46.00  12.37  -3.07 168.64   9.30   7.72  11.16
 84.25  37.03  -0.36 -26.29   5.69 -26.65  12.97  26.47
 86.50  34.87  16.78  -1.51 206.57  15.27   9.15  16.08
 81.16  43.75   6.96  -9.60  -1.03  -2.64   8.28   8.59
 81.75  41.36   6.16 -66.04 -22.33 -59.88  36.10  63.19
 84.50  36.60   2.49 -27.52   8.50 -25.02  15.01  26.36
 81.16  43.25   7.41 -11.62  17.28  -4.22   9.52  10.19
 81.50  41.79  24.80 -20.18 -53.21   4.61  22.49  22.84
 85.75  35.30  22.16  -5.01 195.99  17.15  13.59  20.13
 87.50  34.00  11.38  -1.76 220.72   9.62   6.57  10.61
 84.75  36.17  16.70 -20.27  12.31  -3.56  18.49  18.74
 86.75  34.43  14.85  -1.20 211.44  13.64   8.02  14.28
 81.16  42.75   7.39  -9.48  29.68  -2.09   8.44   8.63
 82.75  38.76  11.75  -0.07 255.61  11.68   5.91  11.72
 82.50  39.20   6.10   0.98 166.08   7.09   2.56   6.65
 83.00  38.33   5.87  -0.13 241.10   5.74   3.00   5.80
 82.25  39.63   3.15  -8.90  17.02  -5.75   6.02   7.81
 83.25  37.90   1.95  -7.26 -30.94  -5.32   4.61   6.51
 80.73  45.54  17.21  -3.44 174.09  13.76  10.32  15.77
 82.00  40.06   0.02 -17.70  20.14 -17.69   8.86  17.69
 80.72  45.00  20.39 -15.10 153.84   5.28  17.75  18.33
 86.00  34.87  19.63  -1.32 203.18  18.30  10.47  19.00
 81.18  42.26   7.40 -15.37  39.91  -7.97  11.39  13.32
 83.50  37.46   4.93 -28.36  -9.54 -23.43  16.64  26.24
 85.00  35.73  21.24 -10.52 192.40  10.72  15.88  18.40
 81.75  40.50  -2.00 -34.68   1.63 -36.68  16.34  35.72
 80.72  44.50   1.23 -16.67  -2.38 -15.44   8.95  16.09
 83.75  37.03   2.58 -22.98  -2.86 -20.40  12.78  21.81
 80.72  44.00   3.44 -14.99 -11.34 -11.55   9.22  13.60
 81.50  40.93   1.56 -53.69  -1.78 -52.14  27.63  52.93
 87.00  34.00  13.30  -1.23 216.38  12.07   7.27  12.73
 84.00  36.60   0.43 -27.40   3.47 -26.96  13.91  27.18
 85.25  35.30  21.82  -5.39 195.13  16.43  13.61  19.69
 80.72  43.50   0.79 -15.42   1.12 -14.63   8.11  15.04
 80.50  46.00  11.07  -1.32 175.91   9.75   6.20  10.48
 86.25  34.43  17.42  -0.89 207.61  16.53   9.15  16.99
 81.25  41.36   9.97 -45.23  13.11 -35.26  27.60  41.16
 84.25  36.17   5.22 -21.42  17.29 -16.20  13.32  19.35
 80.72  43.00   1.73 -15.85  28.69 -14.12   8.79  15.06
 85.50  34.87  20.82  -1.33 200.84  19.49  11.07  20.19
 82.25  38.76   7.77   4.51 -87.17  12.28   1.63  10.76
 82.50  38.33   9.86   4.24 247.36  14.10   2.81  12.53
 82.00  39.20   4.96   1.85 181.28   6.82   1.55   6.11
 84.50  35.73  14.33 -11.42 195.27   2.91  12.87  13.12
 82.75  37.90   5.06   3.13 228.03   8.19   0.97   7.16
 80.72  42.50   5.17 -16.79  33.64 -11.62  10.98  14.89
 81.75  39.63   3.36  -5.72  16.51  -2.36   4.54   4.97
 86.50  34.00  15.54  -0.80 212.36  14.74   8.17  15.16
 83.00  37.46   7.16 -28.95  -8.39 -21.79  18.06  26.12
 80.85  41.90  10.08 -21.47  20.26 -11.39  15.77  18.61
 80.28  45.39  20.68  -0.87 181.75  19.81  10.78  20.26
 81.50  40.06   2.81 -18.87   2.87 -16.05  10.84  17.63
 80.29  44.75   9.28  -9.62 -14.12  -0.34   9.45   9.46
 83.25  37.03   6.80 -29.90  -8.91 -23.10  18.35  27.15
 85.75  34.43  19.25  -0.73 204.70  18.53   9.99  18.90
 81.25  40.50   6.08 -45.17  -1.79 -39.09  25.62  42.46
 80.29  44.25   6.15 -23.80  -3.55 -17.65  14.97  21.39
 84.75  35.30  18.57  -5.69 195.61  12.88  12.13  16.48
 83.50  36.60   5.18 -33.61  -8.33 -28.43  19.40  31.34
 80.29  43.75  -0.06 -17.48   0.28 -17.54   8.71  17.51
 81.00  40.93   6.25 -49.62  -0.77 -43.37  27.93  46.81
 83.75  36.17   3.12 -23.79   1.17 -20.67  13.45  22.39
 80.29  43.25  -1.73 -20.06  12.00 -21.80   9.16  20.98
 85.00  34.87  19.88  -1.42 199.42  18.46  10.65  19.21
 80.75  41.36   5.64 -39.44  -2.03 -33.80  22.54  36.94
 86.00  34.00  17.62  -0.52 209.08  17.10   9.07  17.36
 80.00  46.00   6.33  -0.80 177.89   5.53   3.56   5.97
 84.00  35.73   8.19  -9.84  14.84  -1.65   9.02   9.13
 80.29  42.75   1.36 -19.84  20.83 -18.48  10.60  19.20
 82.00  38.33   8.84   4.83 254.44  13.67   2.00  12.01
 81.75  38.76   6.87   3.38 -87.80  10.25   1.74   9.05
 82.25  37.90  23.04   3.94 205.85  26.98   9.55  25.24
 81.50  39.20   3.42   2.48 199.62   5.89   0.47   5.13
 85.25  34.43  19.73  -0.69 202.54  19.04  10.21  19.39
 82.50  37.46  19.72 -20.44   6.00  -0.71  20.08  20.09
 79.86  45.50   1.20  -1.64 -14.47  -0.44   1.42   1.47
 81.25  39.63   4.20  -3.64 174.45   0.56   3.92   3.95
 84.25  35.30  14.20  -5.25 195.42   8.95   9.73  12.44
 79.86  45.00   8.40  -3.14 212.49   5.26   5.77   7.35
 80.29  42.25   9.05 -25.10  17.85 -16.05  17.07  22.02
 82.75  37.03  15.25 -27.48  -2.55 -12.22  21.37  23.84
 81.00  40.06   7.10 -20.68 -10.42 -13.57  13.89  18.20
 79.86  44.50   4.43 -22.24  16.42 -17.81  13.33  20.39
 83.00  36.60  13.15 -37.50  -9.62 -24.35  25.33  32.96
 79.86  44.00   2.52 -23.79   0.83 -21.27  13.15  22.63
 80.75  40.50   6.13 -39.21  -2.95 -33.08  22.67  36.54
 80.32  41.71  16.97 -26.61  25.50  -9.64  21.79  23.34
 84.50  34.87  17.37  -1.43 198.05  15.94   9.40  16.70
 85.50  34.00  18.96  -0.35 206.50  18.61   9.66  18.78
 83.25  36.17   8.83 -36.61 -10.77 -27.78  22.72  33.09
 79.86  43.50   4.11 -22.33   1.68 -18.22  13.22  20.59
 80.50  40.93   2.34 -42.56  -1.17 -40.22  22.45  41.44
 83.50  35.73   6.95 -10.05  -6.84  -3.10   8.50   8.91
 79.86  43.00   8.88 -31.38   7.22 -22.50  20.13  28.02
 84.75  34.43  18.76  -0.68 200.57  18.08   9.72  18.43
 80.26  41.30   3.94 -38.51   4.57 -34.58  21.22  36.70
 79.50  46.00  -0.52  -9.80 -64.56 -10.33   4.64  10.07
 83.75  35.30  11.14  -4.35 188.85   6.79   7.74   9.72
 81.50  38.33   6.61  -0.36 -80.25   6.25   3.48   6.44
 81.75  37.90   4.41   1.13 187.35   5.55   1.64   5.08
 81.25  38.76   6.15   0.23 -83.52   6.38   2.96   6.27
 79.86  42.50   8.99 -29.65   8.19 -20.66  19.32  26.33
 82.00  37.46  16.57  -6.77 202.18   9.80  11.67  14.43
 81.00  39.20   3.54   1.30 137.15   4.84   1.12   4.34
 79.44  45.29  -1.10  -3.93 -50.14  -5.03   1.42   4.58
 82.25  37.03  16.35 -12.95 192.70   3.40  14.65  14.95
 80.75  39.63   6.49  -6.28 164.27   0.21   6.38   6.39
 85.00  34.00  19.22  -0.25 204.23  18.97   9.73  19.10
 79.42  44.75   8.03  -5.10 207.87   2.93   6.57   7.04
 82.50  36.60  14.86 -16.19   7.39  -1.33  15.52  15.57
 84.00  34.87  14.52  -1.37 194.50  13.15   7.94  13.88
 79.86  42.00  12.65 -26.43  16.52 -13.78  19.54  22.89
 80.50  40.06   4.92 -18.88  -6.55 -13.96  11.90  16.96
 79.42  44.25   6.11 -18.78  14.52 -12.68  12.45  16.60
 82.75  36.17  14.36 -39.49  -7.25 -25.12  26.92  34.62
 79.42  43.75   3.08 -26.76  -2.82 -23.68  14.92  25.36
 80.25  40.50   3.64 -23.75  -9.79 -20.11  13.69  22.16
 84.25  34.43  16.85  -0.67 197.75  16.18   8.76  16.53
 83.00  35.73  11.93 -13.13  -9.77  -1.20  12.53  12.57
 79.86  41.50   4.54 -39.51  13.45 -34.97  22.02  37.45
 79.42  43.25   7.91 -36.18  -1.80 -28.27  22.04  32.94
 83.25  35.30  11.37  -5.32 177.80   6.04   8.35   9.85
 79.42  42.75   8.73 -42.85   1.24 -34.13  25.79  39.23
 84.50  34.00  18.42  -0.17 201.64  18.25   9.29  18.33
